60,31424,0.5,1136306232
60,31431,1.0,1136655612
60,33162,3.0,1136655358
60,33166,5.0,1136307091
60,33437,5.0,1136307066
60,33794,4.5,1136306942
60,34405,2.5,1136304570
60,39446,4.0,1136306330
60,41569,3.0,1136655416
61,198,0.5,1071875879
61,261,2.5,1071875859
61,342,2.5,1071875850
61,345,4.5,1071875876
61,471,3.0,1071875848
61,783,4.5,1071875874
61,785,2.5,1071875867
61,1035,3.0,1071875858
61,1250,3.5,1071875870
61,1372,5.0,1071875884
61,2012,4.0,1071875840
61,2054,3.0,1071875873
61,2268,4.0,1071875845
61,2712,1.5,1071875842
61,2804,3.5,1071875865
61,3751,1.5,1071875855
61,3897,2.5,1071875864
62,1,3.0,1095393662
62,2,2.0,1095394231
62,10,4.0,1095394054
62,19,4.0,1117834029
62,34,1.0,1095394042
62,47,4.5,1095394044
62,48,1.0,1095393459
62,50,4.5,1156725344
62,62,3.5,1095394153
62,104,4.0,1095396058
62,107,4.0,1117835323
62,111,4.0,1128521908
62,123,4.5,1157309685
62,150,4.5,1095393658
62,158,3.5,1099977767
62,180,4.5,1114361328
62,185,4.5,1095394089
62,223,4.5,1095394207
62,231,4.0,1095394057
62,260,4.5,1095393866
62,277,2.5,1099977783
62,296,5.0,1109561248
62,300,4.0,1095394133
62,316,4.0,1095394573
62,317,2.0,1095394570
62,329,4.0,1095394031
62,333,4.0,1117834814
62,344,4.5,1095393905
62,345,4.0,1095393498
62,364,3.0,1095394027
62,368,4.0,1109561643
62,377,4.0,1095393900
62,455,2.0,1117835144
62,457,4.5,1095393871
62,466,4.0,1095524832
62,480,4.0,1095393855
62,500,2.5,1095394558
62,505,3.0,1095462124
62,509,3.0,1179860313
62,520,4.0,1095467471
62,529,4.0,1095394563
62,539,3.0,1095474106
62,541,4.0,1184347971
62,586,2.5,1095394178
62,587,3.0,1095394084
62,588,2.0,1095393894
62,594,2.0,1117834335
62,595,2.5,1095474085
62,596,2.0,1095393477
62,599,4.0,1099976923
62,608,4.0,1119588185
62,609,3.5,1099977715
62,616,3.0,1099976909
62,648,4.5,1095393908
62,673,2.5,1095395252
62,733,4.0,1117834180
