24,2100,3.0,979971803
24,2105,3.0,979971823
24,2106,3.0,979870379
24,2108,3.0,979870663
24,2109,4.0,979972633
24,2115,4.0,979971713
24,2121,3.0,979972214
24,2122,2.0,979972339
24,2144,4.0,979971634
24,2145,4.0,979971936
24,2146,3.0,979971920
24,2147,3.0,979972311
24,2150,5.0,979971653
24,2151,3.0,979972164
24,2161,3.0,979971694
24,2162,2.0,979974052
24,2166,3.0,979870379
24,2174,3.0,979971563
24,2193,4.0,979971951
24,2194,4.0,979971653
24,2245,3.0,979971866
24,2247,2.0,979971866
24,2248,4.0,979971320
24,2253,3.0,979974052
24,2259,3.0,979972258
24,2261,4.0,979971682
24,2268,4.0,979870580
24,2273,4.0,979871124
24,2282,4.0,979870399
24,2289,4.0,979870108
24,2291,4.0,979974163
24,2294,3.0,979870629
24,2295,4.0,979869579
24,2301,4.0,979971753
24,2302,3.0,979870816
24,2305,5.0,979870435
24,2320,3.0,979870852
24,2321,4.0,979870196
24,2324,5.0,979870218
24,2329,4.0,979869961
24,2331,3.0,979870760
24,2333,3.0,979870039
24,2336,4.0,979869938
24,2348,5.0,979874517
24,2352,3.0,979971503
24,2355,3.0,979870179
24,2368,2.0,979972447
24,2369,4.0,979972028
24,2371,5.0,979875167
24,2372,4.0,979875167
24,2375,3.0,979972087
24,2376,3.0,979971993
24,2378,3.0,979972087
24,2379,3.0,979972339
24,2380,2.0,979972359
24,2381,3.0,979972402
24,2382,2.0,979972469
24,2383,2.0,979972469
24,2394,3.0,979870268
24,2395,5.0,979973281
24,2396,5.0,979869981
24,2402,2.0,979972228
24,2403,4.0,979972028
24,2404,3.0,979972339
24,2405,4.0,979972073
24,2406,4.0,979974475
24,2408,2.0,979972240
24,2410,4.0,979972240
24,2411,3.0,979972311
24,2413,3.0,979972059
24,2416,4.0,979972013
24,2420,4.0,979971881
24,2422,3.0,979972402
24,2423,5.0,979971803
24,2427,5.0,979870268
24,2435,2.0,979870399
24,2450,3.0,979972311
24,2457,4.0,979972013
24,2460,2.0,979972469
24,2468,3.0,979972277
24,2469,2.0,979971881
24,2470,4.0,979971823
24,2471,3.0,979972228
24,2474,3.0,979971753
24,2478,4.0,979972109
24,2513,3.0,979972214
24,2517,3.0,979972109
24,2539,2.0,979870959
24,2542,4.0,979870055
24,2571,5.0,979869579
24,2572,3.0,979870614
24,2581,3.0,979870731
24,2596,4.0,979870852
24,2599,4.0,979869922
24,2600,3.0,979870463
24,2615,3.0,979972176
24,2640,4.0,979972646
24,2641,3.0,979971781
24,2642,3.0,979972311
24,2643,3.0,979972447
24,2657,4.0,979972633
24,2671,3.0,979870975
24,2677,4.0,979870196
24,2686,4.0,979870039
24,2687,4.0,979974511
24,2692,4.0,979869981
24,2701,2.0,979974387
24,2702,3.0,979870944
24,2706,4.0,979870884
24,2716,3.0,979971503
24,2717,3.0,979972043
24,2734,4.0,979971838
24,2735,4.0,979972214
24,2739,3.0,979971563
24,2743,3.0,979971397
24,2745,3.0,979971371
24,2746,3.0,979971823
24,2749,4.0,979971972
24,2754,2.0,979972422
24,2758,2.0,979972422
24,2762,4.0,979870012
24,2770,3.0,979871124
24,2771,2.0,979870599
24,2772,3.0,979870714
24,2791,4.0,979971521
24,2792,4.0,979874613
24,2794,4.0,979972133
24,2795,4.0,979973351
24,2797,4.0,979971653
24,2815,3.0,979972292
24,2816,3.0,979972402
24,2819,4.0,979972529
24,2858,5.0,979874506
24,2871,4.0,979974460
24,2878,2.0,979972422
24,2890,3.0,979870291
24,2891,3.0,979870910
24,2902,2.0,979972198
24,2903,2.0,979972402
24,2908,4.0,979870069
24,2915,3.0,979971540
24,2916,3.0,979870663
24,2917,3.0,979971397
24,2918,4.0,979971371
24,2926,2.0,979971575
24,2928,4.0,979972013
24,2942,2.0,979972133
24,2947,3.0,979972725
24,2950,4.0,979972311
24,2952,4.0,979870327
24,2959,4.0,979973919
24,2966,4.0,979869912
24,2968,2.0,979971563
24,2976,4.0,979870959
24,2985,3.0,979971682
24,2987,4.0,979971521
24,2989,4.0,979972043
24,2990,3.0,979971972
24,2991,3.0,979972646
24,2997,5.0,979973247
24,3006,3.0,979870055
24,3014,4.0,979972164
24,3017,2.0,979972258
24,3019,5.0,979971416
24,3033,4.0,979972059
24,3040,4.0,979972618
24,3041,3.0,979972447
24,3042,3.0,979972469
24,3052,4.0,979870179
24,3060,4.0,979870361
24,3071,3.0,979971521
24,3072,3.0,979869579
24,3074,4.0,979974362
24,3081,2.0,979871159
24,3087,2.0,979971881
24,3098,4.0,979971634
24,3100,4.0,979870218
24,3101,4.0,979971803
24,3102,3.0,979971753
24,3105,3.0,979870144
24,3108,3.0,979870339
24,3114,4.0,979973247
24,3129,4.0,979870690
24,3135,3.0,979972607
24,3142,4.0,979971866
24,3147,3.0,979870253
24,3148,4.0,979870379
24,3157,3.0,979870463
24,3160,4.0,979870268
24,3168,5.0,979974444
24,3169,4.0,979971476
24,3174,3.0,979870463
24,3175,3.0,979974219
24,3177,3.0,979973015
24,3178,3.0,979870731
24,3182,4.0,979973782
24,3186,4.0,979870816
24,3197,3.0,979971866
24,3198,3.0,979972559
24,3206,3.0,979972109
24,3210,5.0,979973331
24,3250,4.0,979870884
24,3252,4.0,979870599
24,3253,4.0,979973351
24,3255,3.0,979870865
24,3256,4.0,979870791
